date,product,transactions,h,yhat,model
2025-03-13,Cappuccino,2.0,4,1.612707657690845,lgbm_direct
2025-03-13,Cocoa,0.0,4,1.1404684190361025,lgbm_direct
2025-03-13,Cortado,0.0,4,0.2068502785895338,lgbm_direct
2025-03-13,Espresso,1.0,4,0.39379556247931397,lgbm_direct
2025-03-13,Hot Chocolate,0.0,4,1.478161639676988,lgbm_direct
2025-03-13,Latte,2.0,4,3.0911017270384833,lgbm_direct
2025-03-14,Americano,10.0,5,5.405928858389594,lgbm_direct
2025-03-14,Americano with Milk,1.0,5,3.964996395659046,lgbm_direct
2025-03-14,Cappuccino,1.0,5,2.02442775929637,lgbm_direct
2025-03-14,Cocoa,3.0,5,1.9290982201936573,lgbm_direct
2025-03-14,Cortado,0.0,5,0.7242127093021146,lgbm_direct
2025-03-14,Espresso,1.0,5,0.42365571946721475,lgbm_direct
2025-03-14,Hot Chocolate,0.0,5,1.551546324866697,lgbm_direct
2025-03-14,Latte,7.0,5,3.23395898865161,lgbm_direct
2025-03-15,Americano,1.0,6,5.242389608364945,lgbm_direct
2025-03-15,Americano with Milk,3.0,6,2.1578447496326723,lgbm_direct
2025-03-15,Cappuccino,3.0,6,2.468033107038884,lgbm_direct
2025-03-15,Cocoa,0.0,6,2.139113203943743,lgbm_direct
2025-03-15,Cortado,0.0,6,0.5671877472862324,lgbm_direct
2025-03-15,Espresso,0.0,6,0.42608407921418884,lgbm_direct
2025-03-15,Hot Chocolate,0.0,6,1.6576875107966342,lgbm_direct
2025-03-15,Latte,0.0,6,3.8135517777297294,lgbm_direct
2025-03-16,Americano,1.0,7,2.1389667069085947,lgbm_direct
2025-03-16,Americano with Milk,1.0,7,1.4651676691504418,lgbm_direct
2025-03-16,Cappuccino,1.0,7,0.762012554295087,lgbm_direct
2025-03-16,Cocoa,0.0,7,0.6967032498928006,lgbm_direct
2025-03-16,Cortado,0.0,7,0.1651846909818879,lgbm_direct
2025-03-16,Espresso,0.0,7,0.23831391944397126,lgbm_direct
2025-03-16,Hot Chocolate,1.0,7,0.4047284412510861,lgbm_direct
2025-03-16,Latte,1.0,7,1.6823886941575077,lgbm_direct
2025-03-17,Americano,6.0,1,3.798271868263358,lgbm_direct
2025-03-17,Americano with Milk,1.0,1,2.386001079336703,lgbm_direct
2025-03-17,Cappuccino,1.0,1,1.9847421111850432,lgbm_direct
2025-03-17,Cocoa,2.0,1,1.5303902348412592,lgbm_direct
2025-03-17,Cortado,0.0,1,0.36769098103485337,lgbm_direct
2025-03-17,Espresso,0.0,1,0.36412456647613767,lgbm_direct
2025-03-17,Hot Chocolate,0.0,1,1.760702857659545,lgbm_direct
2025-03-17,Latte,3.0,1,2.8456631396531575,lgbm_direct
2025-03-18,Americano,3.0,2,5.005295255974143,lgbm_direct
2025-03-18,Americano with Milk,3.0,2,3.475713486349524,lgbm_direct
2025-03-18,Cappuccino,0.0,2,1.6824102646086894,lgbm_direct
2025-03-18,Cocoa,4.0,2,1.583932548949883,lgbm_direct
2025-03-18,Cortado,0.0,2,0.1985568499300417,lgbm_direct
2025-03-18,Espresso,1.0,2,0.3087556820385449,lgbm_direct
2025-03-18,Hot Chocolate,2.0,2,0.7163732400165235,lgbm_direct
2025-03-18,Latte,4.0,2,2.4733322654391525,lgbm_direct
2025-03-19,Americano,8.0,3,4.129164660520151,lgbm_direct
2025-03-19,Americano with Milk,2.0,3,1.5090296575084716,lgbm_direct
2025-03-19,Cappuccino,3.0,3,1.10837511373552,lgbm_direct
2025-03-19,Cocoa,1.0,3,0.8728170662016806,lgbm_direct
2025-03-19,Cortado,1.0,3,0.0775739030413301,lgbm_direct
2025-03-19,Espresso,2.0,3,0.26856519806232754,lgbm_direct
2025-03-19,Hot Chocolate,1.0,3,0.6325867007503341,lgbm_direct
2025-03-19,Latte,3.0,3,1.2452667127267951,lgbm_direct
2025-03-20,Americano,8.0,4,6.06336992878931,lgbm_direct
2025-03-20,Americano with Milk,3.0,4,3.071992428405579,lgbm_direct
2025-03-20,Cappuccino,4.0,4,2.6953403411977854,lgbm_direct
2025-03-20,Cocoa,1.0,4,2.978965200507674,lgbm_direct
