date,product,h,y,yhat,yhat_p10,yhat_p90,model
2025-02-24,Americano,1,3.0,3.2656328474054828,1.4928535528917004,5.074497000830614,prophet
2025-02-25,Americano,2,5.0,2.6781080846867984,0.8727188880312723,4.499656534443835,prophet
2025-02-26,Americano,3,5.0,2.8240394744560224,1.0431915996178431,4.538156441610751,prophet
2025-02-27,Americano,4,5.0,2.3843240809972093,0.6235971983664659,4.107892899234284,prophet
2025-02-28,Americano,5,7.0,2.3407634221080507,0.6036741287178493,4.107181913588841,prophet
2025-03-01,Americano,6,4.0,2.116109135672318,0.3066405972487658,3.952197842835559,prophet
2025-03-02,Americano,7,2.0,1.772667242322759,-0.07362703818571142,3.4915240809802515,prophet
2025-02-24,Americano with Milk,1,7.0,2.638334480341439,0.15404919024082703,4.705986102795815,prophet
2025-02-25,Americano with Milk,2,2.0,3.1361694073547466,0.8670803078347208,5.49222412232703,prophet
2025-02-26,Americano with Milk,3,3.0,2.7048938032209198,0.4806011578560157,4.95765969065525,prophet
2025-02-27,Americano with Milk,4,1.0,2.175110065793119,-0.2664454603474377,4.468632472085562,prophet
2025-02-28,Americano with Milk,5,4.0,2.1387265533669284,-0.10659461510979114,4.486904024536904,prophet
2025-03-01,Americano with Milk,6,1.0,2.428072839178269,-0.0007017347339911054,4.72059886862512,prophet
2025-03-02,Americano with Milk,7,2.0,2.2260815789301605,-0.048011539334827394,4.620775010647671,prophet
2025-02-24,Cappuccino,1,1.0,1.2857802108258463,-0.3243754551356157,3.001920013997831,prophet
2025-02-25,Cappuccino,2,3.0,1.0647460045560064,-0.7177425845299715,2.6787062227542786,prophet
2025-02-26,Cappuccino,3,1.0,1.0753942132537908,-0.5371368695192469,2.6748043492751368,prophet
2025-02-27,Cappuccino,4,4.0,1.271073414401592,-0.421000266741568,2.780806382489761,prophet
2025-02-28,Cappuccino,5,1.0,1.144150532317165,-0.5049078700719266,2.712368913475499,prophet
2025-03-01,Cappuccino,6,2.0,1.1791386795153893,-0.38617197862820135,2.9060009987891173,prophet
2025-03-02,Cappuccino,7,0.0,1.2751680936176588,-0.34060441411403597,2.837657728607793,prophet
2025-02-24,Cocoa,1,5.0,1.213013570206121,0.06757875718863514,2.3576713993919034,prophet
2025-02-25,Cocoa,2,1.0,1.7500045586515411,0.553999507967331,2.8522433513837786,prophet
2025-02-26,Cocoa,3,1.0,1.126870124179995,0.05345261232665683,2.261780305025876,prophet
2025-02-27,Cocoa,4,4.0,0.9330051789972433,-0.2503728899113273,2.080721288332639,prophet
2025-02-28,Cocoa,5,1.0,1.4661687662119505,0.3143140792826712,2.5919766343860053,prophet
2025-03-01,Cocoa,6,0.0,1.0307114440149776,-0.07672456742032029,2.1379277328898767,prophet
2025-03-02,Cocoa,7,1.0,1.058251820128069,-0.027183764682322295,2.149681161341237,prophet
2025-02-24,Cortado,1,0.0,0.45377591991312605,-0.8815362101626124,1.7269598371819028,prophet
2025-02-25,Cortado,2,0.0,0.5741590995936676,-0.7341597045611507,1.9520699417972842,prophet
2025-02-26,Cortado,3,1.0,0.3623012864195593,-0.8748118404076629,1.6583870606305646,prophet
2025-02-27,Cortado,4,0.0,0.692177003164772,-0.6259342957204932,2.0563476088614694,prophet
2025-02-28,Cortado,5,0.0,0.8026127128388197,-0.5595032007003751,2.0441499079090235,prophet
2025-03-01,Cortado,6,0.0,1.0754547609689955,-0.2313514890855997,2.397026410672963,prophet
2025-03-02,Cortado,7,0.0,0.878279565516613,-0.5178760751991811,2.1960393619989285,prophet
2025-02-24,Espresso,1,0.0,0.2697359716700377,-0.4411567595774915,1.1358376093111264,prophet
2025-02-25,Espresso,2,1.0,0.30575045459259464,-0.5066192801713786,1.1238876411767222,prophet
2025-02-26,Espresso,3,0.0,0.4932295044438576,-0.3244046746975545,1.3063916754644957,prophet
2025-02-27,Espresso,4,1.0,0.4271767282780217,-0.43982872317969185,1.2382037427050387,prophet
2025-02-28,Espresso,5,1.0,0.36994290148406156,-0.41580040290012926,1.2342372116248328,prophet
2025-03-01,Espresso,6,0.0,0.2823143569831643,-0.5300020317278525,1.0675841198555545,prophet
2025-03-02,Espresso,7,0.0,0.3165295834207973,-0.471716950528114,1.1551155360266874,prophet
2025-02-24,Hot Chocolate,1,1.0,0.8660644888551695,-0.29027934550210927,2.170585520272162,prophet
2025-02-25,Hot Chocolate,2,0.0,1.126444934610356,-0.16093842637095998,2.4368825465772637,prophet
2025-02-26,Hot Chocolate,3,3.0,0.7774167407659907,-0.49883461704336435,2.1381911571984147,prophet
2025-02-27,Hot Chocolate,4,0.0,0.9591786666461332,-0.2971044394334684,2.174982747495845,prophet
2025-02-28,Hot Chocolate,5,0.0,0.9813892385836648,-0.2578033989104007,2.309345513159575,prophet
2025-03-01,Hot Chocolate,6,0.0,0.8138538813402443,-0.4878007312146732,2.1839237764783577,prophet
2025-03-02,Hot Chocolate,7,0.0,0.7583052065739523,-0.5776670711501399,2.103780614376805,prophet
2025-02-24,Latte,1,5.0,2.2844330653015508,0.3171503001668959,4.163827318984221,prophet
2025-02-25,Latte,2,0.0,2.121816423901114,0.12905647904933729,4.126943312548915,prophet
2025-02-26,Latte,3,4.0,1.5635075552572855,-0.4198719527344857,3.5239807012584357,prophet
2025-02-27,Latte,4,4.0,1.4083203109903382,-0.5429519201417967,3.3397053481096863,prophet
2025-02-28,Latte,5,3.0,1.0860519932917758,-0.8181891252038127,3.005006170667191,prophet
2025-03-01,Latte,6,1.0,1.189224619125039,-0.6455033922464504,3.0925087334979677,prophet
