date,product,h,y,yhat,model
2025-03-13,Espresso,4,1.0,0.42857142857142855,ma7
2025-03-14,Espresso,5,1.0,0.42857142857142855,ma7
2025-03-15,Espresso,6,0.0,0.42857142857142855,ma7
2025-03-16,Espresso,7,0.0,0.42857142857142855,ma7
2025-03-10,Hot Chocolate,1,3.0,1.4285714285714286,ma7
2025-03-11,Hot Chocolate,2,2.0,1.4285714285714286,ma7
2025-03-12,Hot Chocolate,3,1.0,1.4285714285714286,ma7
2025-03-13,Hot Chocolate,4,0.0,1.4285714285714286,ma7
2025-03-14,Hot Chocolate,5,0.0,1.4285714285714286,ma7
2025-03-15,Hot Chocolate,6,0.0,1.4285714285714286,ma7
2025-03-16,Hot Chocolate,7,1.0,1.4285714285714286,ma7
2025-03-10,Latte,1,5.0,2.0,ma7
2025-03-11,Latte,2,2.0,2.0,ma7
2025-03-12,Latte,3,4.0,2.0,ma7
2025-03-13,Latte,4,2.0,2.0,ma7
2025-03-14,Latte,5,7.0,2.0,ma7
2025-03-15,Latte,6,0.0,2.0,ma7
2025-03-16,Latte,7,1.0,2.0,ma7
2025-03-17,Americano,1,6.0,1.0,naive1
2025-03-18,Americano,2,3.0,1.0,naive1
2025-03-19,Americano,3,8.0,1.0,naive1
2025-03-20,Americano,4,8.0,1.0,naive1
2025-03-21,Americano,5,7.0,1.0,naive1
2025-03-22,Americano,6,2.0,1.0,naive1
2025-03-23,Americano,7,1.0,1.0,naive1
2025-03-17,Americano with Milk,1,1.0,1.0,naive1
2025-03-18,Americano with Milk,2,3.0,1.0,naive1
2025-03-19,Americano with Milk,3,2.0,1.0,naive1
2025-03-20,Americano with Milk,4,3.0,1.0,naive1
2025-03-21,Americano with Milk,5,2.0,1.0,naive1
2025-03-22,Americano with Milk,6,6.0,1.0,naive1
2025-03-23,Americano with Milk,7,0.0,1.0,naive1
2025-03-17,Cappuccino,1,1.0,1.0,naive1
2025-03-18,Cappuccino,2,0.0,1.0,naive1
2025-03-19,Cappuccino,3,3.0,1.0,naive1
2025-03-20,Cappuccino,4,4.0,1.0,naive1
2025-03-21,Cappuccino,5,4.0,1.0,naive1
2025-03-22,Cappuccino,6,0.0,1.0,naive1
2025-03-23,Cappuccino,7,1.0,1.0,naive1
2025-03-17,Cocoa,1,2.0,0.0,naive1
2025-03-18,Cocoa,2,4.0,0.0,naive1
2025-03-19,Cocoa,3,1.0,0.0,naive1
2025-03-20,Cocoa,4,1.0,0.0,naive1
2025-03-21,Cocoa,5,0.0,0.0,naive1
2025-03-22,Cocoa,6,1.0,0.0,naive1
2025-03-23,Cocoa,7,2.0,0.0,naive1
2025-03-17,Cortado,1,0.0,0.0,naive1
2025-03-18,Cortado,2,0.0,0.0,naive1
2025-03-19,Cortado,3,1.0,0.0,naive1
2025-03-20,Cortado,4,1.0,0.0,naive1
2025-03-21,Cortado,5,0.0,0.0,naive1
2025-03-22,Cortado,6,0.0,0.0,naive1
2025-03-23,Cortado,7,0.0,0.0,naive1
2025-03-17,Espresso,1,0.0,0.0,naive1
2025-03-18,Espresso,2,1.0,0.0,naive1
2025-03-19,Espresso,3,2.0,0.0,naive1
2025-03-20,Espresso,4,1.0,0.0,naive1
2025-03-21,Espresso,5,0.0,0.0,naive1
2025-03-22,Espresso,6,1.0,0.0,naive1
2025-03-23,Espresso,7,0.0,0.0,naive1
2025-03-17,Hot Chocolate,1,0.0,1.0,naive1
2025-03-18,Hot Chocolate,2,2.0,1.0,naive1
2025-03-19,Hot Chocolate,3,1.0,1.0,naive1
2025-03-20,Hot Chocolate,4,1.0,1.0,naive1
2025-03-21,Hot Chocolate,5,1.0,1.0,naive1
2025-03-22,Hot Chocolate,6,1.0,1.0,naive1
2025-03-23,Hot Chocolate,7,0.0,1.0,naive1
2025-03-17,Latte,1,3.0,1.0,naive1
2025-03-18,Latte,2,4.0,1.0,naive1
2025-03-19,Latte,3,3.0,1.0,naive1
2025-03-20,Latte,4,1.0,1.0,naive1
2025-03-21,Latte,5,6.0,1.0,naive1
2025-03-22,Latte,6,1.0,1.0,naive1
2025-03-23,Latte,7,2.0,1.0,naive1
2025-03-17,Americano,1,6.0,4.0,snaive7
2025-03-18,Americano,2,3.0,4.0,snaive7
2025-03-19,Americano,3,8.0,6.0,snaive7
2025-03-20,Americano,4,8.0,3.0,snaive7
2025-03-21,Americano,5,7.0,10.0,snaive7
2025-03-22,Americano,6,2.0,1.0,snaive7
2025-03-23,Americano,7,1.0,1.0,snaive7
2025-03-17,Americano with Milk,1,1.0,3.0,snaive7
2025-03-18,Americano with Milk,2,3.0,1.0,snaive7
2025-03-19,Americano with Milk,3,2.0,1.0,snaive7
2025-03-20,Americano with Milk,4,3.0,4.0,snaive7
2025-03-21,Americano with Milk,5,2.0,1.0,snaive7
2025-03-22,Americano with Milk,6,6.0,3.0,snaive7
2025-03-23,Americano with Milk,7,0.0,1.0,snaive7
2025-03-17,Cappuccino,1,1.0,1.0,snaive7
2025-03-18,Cappuccino,2,0.0,2.0,snaive7
2025-03-19,Cappuccino,3,3.0,3.0,snaive7
2025-03-20,Cappuccino,4,4.0,2.0,snaive7
2025-03-21,Cappuccino,5,4.0,1.0,snaive7
2025-03-22,Cappuccino,6,0.0,3.0,snaive7
2025-03-23,Cappuccino,7,1.0,1.0,snaive7
2025-03-17,Cocoa,1,2.0,1.0,snaive7
2025-03-18,Cocoa,2,4.0,2.0,snaive7
2025-03-19,Cocoa,3,1.0,2.0,snaive7
2025-03-20,Cocoa,4,1.0,0.0,snaive7
2025-03-21,Cocoa,5,0.0,3.0,snaive7
2025-03-22,Cocoa,6,1.0,0.0,snaive7
2025-03-23,Cocoa,7,2.0,0.0,snaive7
2025-03-17,Cortado,1,0.0,0.0,snaive7
2025-03-18,Cortado,2,0.0,0.0,snaive7
2025-03-19,Cortado,3,1.0,0.0,snaive7
2025-03-20,Cortado,4,1.0,0.0,snaive7
2025-03-21,Cortado,5,0.0,0.0,snaive7
2025-03-22,Cortado,6,0.0,0.0,snaive7
2025-03-23,Cortado,7,0.0,0.0,snaive7
2025-03-17,Espresso,1,0.0,0.0,snaive7
2025-03-18,Espresso,2,1.0,0.0,snaive7
2025-03-19,Espresso,3,2.0,0.0,snaive7
2025-03-20,Espresso,4,1.0,1.0,snaive7
2025-03-21,Espresso,5,0.0,1.0,snaive7
2025-03-22,Espresso,6,1.0,0.0,snaive7
2025-03-23,Espresso,7,0.0,0.0,snaive7
2025-03-17,Hot Chocolate,1,0.0,3.0,snaive7
2025-03-18,Hot Chocolate,2,2.0,2.0,snaive7
2025-03-19,Hot Chocolate,3,1.0,1.0,snaive7
2025-03-20,Hot Chocolate,4,1.0,0.0,snaive7
2025-03-21,Hot Chocolate,5,1.0,0.0,snaive7
2025-03-22,Hot Chocolate,6,1.0,0.0,snaive7
2025-03-23,Hot Chocolate,7,0.0,1.0,snaive7
2025-03-17,Latte,1,3.0,5.0,snaive7
2025-03-18,Latte,2,4.0,2.0,snaive7
2025-03-19,Latte,3,3.0,4.0,snaive7
2025-03-20,Latte,4,1.0,2.0,snaive7
2025-03-21,Latte,5,6.0,7.0,snaive7
2025-03-22,Latte,6,1.0,0.0,snaive7
2025-03-23,Latte,7,2.0,1.0,snaive7
2025-03-17,Americano,1,6.0,4.142857142857143,ma7
2025-03-18,Americano,2,3.0,4.142857142857143,ma7
2025-03-19,Americano,3,8.0,4.142857142857143,ma7
2025-03-20,Americano,4,8.0,4.142857142857143,ma7
2025-03-21,Americano,5,7.0,4.142857142857143,ma7
2025-03-22,Americano,6,2.0,4.142857142857143,ma7
2025-03-23,Americano,7,1.0,4.142857142857143,ma7
2025-03-17,Americano with Milk,1,1.0,2.0,ma7
2025-03-18,Americano with Milk,2,3.0,2.0,ma7
2025-03-19,Americano with Milk,3,2.0,2.0,ma7
2025-03-20,Americano with Milk,4,3.0,2.0,ma7
2025-03-21,Americano with Milk,5,2.0,2.0,ma7
2025-03-22,Americano with Milk,6,6.0,2.0,ma7
2025-03-23,Americano with Milk,7,0.0,2.0,ma7
2025-03-17,Cappuccino,1,1.0,1.8571428571428572,ma7
2025-03-18,Cappuccino,2,0.0,1.8571428571428572,ma7
2025-03-19,Cappuccino,3,3.0,1.8571428571428572,ma7
2025-03-20,Cappuccino,4,4.0,1.8571428571428572,ma7
2025-03-21,Cappuccino,5,4.0,1.8571428571428572,ma7
2025-03-22,Cappuccino,6,0.0,1.8571428571428572,ma7
2025-03-23,Cappuccino,7,1.0,1.8571428571428572,ma7
2025-03-17,Cocoa,1,2.0,1.1428571428571428,ma7
2025-03-18,Cocoa,2,4.0,1.1428571428571428,ma7
2025-03-19,Cocoa,3,1.0,1.1428571428571428,ma7
2025-03-20,Cocoa,4,1.0,1.1428571428571428,ma7
2025-03-21,Cocoa,5,0.0,1.1428571428571428,ma7
2025-03-22,Cocoa,6,1.0,1.1428571428571428,ma7
2025-03-23,Cocoa,7,2.0,1.1428571428571428,ma7
2025-03-17,Cortado,1,0.0,0.0,ma7
2025-03-18,Cortado,2,0.0,0.0,ma7
2025-03-19,Cortado,3,1.0,0.0,ma7
2025-03-20,Cortado,4,1.0,0.0,ma7
2025-03-21,Cortado,5,0.0,0.0,ma7
2025-03-22,Cortado,6,0.0,0.0,ma7
2025-03-23,Cortado,7,0.0,0.0,ma7
2025-03-17,Espresso,1,0.0,0.2857142857142857,ma7
2025-03-18,Espresso,2,1.0,0.2857142857142857,ma7
2025-03-19,Espresso,3,2.0,0.2857142857142857,ma7
2025-03-20,Espresso,4,1.0,0.2857142857142857,ma7
2025-03-21,Espresso,5,0.0,0.2857142857142857,ma7
2025-03-22,Espresso,6,1.0,0.2857142857142857,ma7
2025-03-23,Espresso,7,0.0,0.2857142857142857,ma7
2025-03-17,Hot Chocolate,1,0.0,1.0,ma7
2025-03-18,Hot Chocolate,2,2.0,1.0,ma7
2025-03-19,Hot Chocolate,3,1.0,1.0,ma7
2025-03-20,Hot Chocolate,4,1.0,1.0,ma7
2025-03-21,Hot Chocolate,5,1.0,1.0,ma7
2025-03-22,Hot Chocolate,6,1.0,1.0,ma7
2025-03-23,Hot Chocolate,7,0.0,1.0,ma7
2025-03-17,Latte,1,3.0,3.0,ma7
2025-03-18,Latte,2,4.0,3.0,ma7
2025-03-19,Latte,3,3.0,3.0,ma7
2025-03-20,Latte,4,1.0,3.0,ma7
2025-03-21,Latte,5,6.0,3.0,ma7
2025-03-22,Latte,6,1.0,3.0,ma7
2025-03-23,Latte,7,2.0,3.0,ma7
