MAE,RMSE,MAPE,sMAPE,model
1.1921768707482994,1.7855952341267196,64.9300225788321,82.17624474604864,baselines
1.0200788991557672,1.4118576851668585,53.971756815707586,96.90420823633981,sarimax
1.1008916326201728,1.4683883091122747,56.86154718539122,97.33376374358969,lgbm_direct
1.1221101513777314,1.577073322666212,47.542892597250344,97.34588098262145,prophet
,,,,lstm_direct
