date,product,transactions,h,yhat,model
2025-03-11,Cortado,0.0,2,0.0,ma7
2025-03-11,Espresso,0.0,2,0.42857142857142855,ma7
2025-03-11,Hot Chocolate,2.0,2,1.4285714285714286,ma7
2025-03-11,Latte,2.0,2,2.0,ma7
2025-03-12,Americano,6.0,3,4.571428571428571,ma7
2025-03-12,Americano with Milk,1.0,3,2.5714285714285716,ma7
2025-03-12,Cappuccino,3.0,3,2.142857142857143,ma7
2025-03-12,Cocoa,2.0,3,1.4285714285714286,ma7
2025-03-12,Cortado,0.0,3,0.0,ma7
2025-03-12,Espresso,0.0,3,0.42857142857142855,ma7
2025-03-12,Hot Chocolate,1.0,3,1.4285714285714286,ma7
2025-03-12,Latte,4.0,3,2.0,ma7
2025-03-13,Americano,3.0,4,4.571428571428571,ma7
2025-03-13,Americano with Milk,4.0,4,2.5714285714285716,ma7
2025-03-13,Cappuccino,2.0,4,2.142857142857143,ma7
2025-03-13,Cocoa,0.0,4,1.4285714285714286,ma7
2025-03-13,Cortado,0.0,4,0.0,ma7
2025-03-13,Espresso,1.0,4,0.42857142857142855,ma7
2025-03-13,Hot Chocolate,0.0,4,1.4285714285714286,ma7
2025-03-13,Latte,2.0,4,2.0,ma7
2025-03-14,Americano,10.0,5,4.571428571428571,ma7
2025-03-14,Americano with Milk,1.0,5,2.5714285714285716,ma7
2025-03-14,Cappuccino,1.0,5,2.142857142857143,ma7
2025-03-14,Cocoa,3.0,5,1.4285714285714286,ma7
2025-03-14,Cortado,0.0,5,0.0,ma7
