date,product,h,y,yhat,yhat_p10,yhat_p90,model
2025-02-24,Americano,1,3.0,3.898362,3.2525690317153932,4.489080858230591,lstm_direct
2025-02-25,Americano,2,5.0,3.4319248,2.8773736238479612,3.9306317806243896,lstm_direct
2025-02-26,Americano,3,5.0,3.6757953,3.23372745513916,4.17279019355774,lstm_direct
2025-02-27,Americano,4,5.0,3.8626096,3.4275766134262087,4.382825326919556,lstm_direct
2025-02-28,Americano,5,7.0,4.561606,3.9920377016067503,5.220877933502197,lstm_direct
2025-03-01,Americano,6,4.0,3.8956335,3.206043243408203,4.49609718322754,lstm_direct
2025-03-02,Americano,7,2.0,3.511524,2.8742836236953737,4.178106355667114,lstm_direct
2025-02-24,Americano with Milk,1,7.0,2.7799978,2.3825480937957764,3.1932881355285643,lstm_direct
2025-02-25,Americano with Milk,2,2.0,2.852559,2.5017353534698485,3.2244861125946045,lstm_direct
2025-02-26,Americano with Milk,3,3.0,2.520623,2.051604223251343,2.880449366569519,lstm_direct
2025-02-27,Americano with Milk,4,1.0,2.403486,2.003854990005493,2.8193177223205566,lstm_direct
2025-02-28,Americano with Milk,5,4.0,2.031578,1.6235191464424132,2.421246314048767,lstm_direct
2025-03-01,Americano with Milk,6,1.0,2.1440034,1.82321355342865,2.4683820247650146,lstm_direct
2025-03-02,Americano with Milk,7,2.0,1.8585888,1.456367266178131,2.3432332992553713,lstm_direct
2025-02-24,Cappuccino,1,1.0,3.0605145,2.6361878871917725,3.504370427131653,lstm_direct
2025-02-25,Cappuccino,2,3.0,2.7417316,2.322403645515442,3.2382672309875487,lstm_direct
2025-02-26,Cappuccino,3,1.0,2.8133643,2.395239520072937,3.190729761123657,lstm_direct
2025-02-27,Cappuccino,4,4.0,2.8899126,2.461665391921997,3.317552089691162,lstm_direct
2025-02-28,Cappuccino,5,1.0,2.9858985,2.511649489402771,3.5125704050064086,lstm_direct
2025-03-01,Cappuccino,6,2.0,2.5007389,2.0900715589523315,2.9237685203552246,lstm_direct
2025-03-02,Cappuccino,7,0.0,2.075956,1.6327861547470093,2.54908664226532,lstm_direct
2025-02-24,Cocoa,1,5.0,2.8168,2.459736943244934,3.2731741666793823,lstm_direct
2025-02-25,Cocoa,2,1.0,2.6026287,2.1494925022125244,2.983021283149719,lstm_direct
2025-02-26,Cocoa,3,1.0,2.7203436,2.3181742429733276,3.061584210395813,lstm_direct
2025-02-27,Cocoa,4,4.0,2.3713071,1.9643803358078002,2.7690759181976317,lstm_direct
2025-02-28,Cocoa,5,1.0,2.0360854,1.5997540712356568,2.5156798124313355,lstm_direct
2025-03-01,Cocoa,6,0.0,1.7786108,1.358399748802185,2.145499849319458,lstm_direct
2025-03-02,Cocoa,7,1.0,1.3409848,0.9490955293178558,1.7112510800361633,lstm_direct
2025-02-24,Cortado,1,0.0,0.46874171,0.330427747964859,0.6287992477416993,lstm_direct
2025-02-25,Cortado,2,0.0,0.37484506,0.19605868607759477,0.5547771155834198,lstm_direct
2025-02-26,Cortado,3,1.0,0.431459,0.257914274930954,0.570345813035965,lstm_direct
2025-02-27,Cortado,4,0.0,0.39222842,0.27325221002101896,0.4991640150547028,lstm_direct
2025-02-28,Cortado,5,0.0,0.39221215,0.12929297834634781,0.5685250878334045,lstm_direct
2025-03-01,Cortado,6,0.0,0.27320808,0.14927754253149034,0.4023918181657791,lstm_direct
2025-03-02,Cortado,7,0.0,0.18049769,0.04972270205616952,0.31014568209648136,lstm_direct
2025-02-24,Espresso,1,0.0,0.66167504,0.44565420150756835,0.8199401378631592,lstm_direct
2025-02-25,Espresso,2,1.0,0.730418,0.5074568629264832,0.9391806662082672,lstm_direct
2025-02-26,Espresso,3,0.0,0.77415764,0.6108612596988678,0.9926367163658142,lstm_direct
2025-02-27,Espresso,4,1.0,0.84366316,0.5901112496852875,1.06592355966568,lstm_direct
2025-02-28,Espresso,5,1.0,0.7484299,0.5003583192825317,0.9557712614536286,lstm_direct
2025-03-01,Espresso,6,0.0,0.63119143,0.46418609619140627,0.7857973515987396,lstm_direct
2025-03-02,Espresso,7,0.0,0.37362334,0.2087454915046692,0.5848339200019838,lstm_direct
2025-02-24,Hot Chocolate,1,1.0,1.6809437,1.3101527690887451,1.936988353729248,lstm_direct
2025-02-25,Hot Chocolate,2,0.0,2.0746593,1.7772724866867065,2.3651519775390626,lstm_direct
2025-02-26,Hot Chocolate,3,3.0,1.802058,1.469688081741333,2.0862967729568482,lstm_direct
2025-02-27,Hot Chocolate,4,0.0,2.1967723,1.8425347447395324,2.5086374521255492,lstm_direct
2025-02-28,Hot Chocolate,5,0.0,1.6748462,1.1920711636543273,2.054228973388672,lstm_direct
2025-03-01,Hot Chocolate,6,0.0,1.5427662,1.1761671304702759,1.8436252355575562,lstm_direct
2025-03-02,Hot Chocolate,7,0.0,1.0022323,0.6391631126403808,1.3362131714820862,lstm_direct
2025-02-24,Latte,1,5.0,2.154586,1.8312771439552307,2.548617696762085,lstm_direct
2025-02-25,Latte,2,0.0,2.2154124,1.9085345149040223,2.579639768600464,lstm_direct
2025-02-26,Latte,3,4.0,2.1462045,1.8145160675048828,2.5521645307540894,lstm_direct
2025-02-27,Latte,4,4.0,2.2515829,1.8953886389732362,2.6417941093444823,lstm_direct
2025-02-28,Latte,5,3.0,1.9051248,1.4849151849746705,2.3888976335525514,lstm_direct
2025-03-01,Latte,6,1.0,1.7613908,1.4973548173904419,2.060971784591675,lstm_direct
2025-03-02,Latte,7,1.0,1.4071048,1.0452077627182008,1.7848443627357484,lstm_direct
