date,product,h,y,yhat,yhat_p10,yhat_p90,model
2025-02-24,Americano,1,3.0,3.853867768587602,1.281887193393398,6.029035249420096,lgbm_direct
2025-02-25,Americano,2,5.0,3.4103786093610453,1.489532512959705,7.024166738453398,lgbm_direct
2025-02-26,Americano,3,5.0,4.717999828460274,1.0326927884573687,6.2458305785697075,lgbm_direct
2025-02-27,Americano,4,5.0,3.910368561084514,1.067592376715699,6.381754680136063,lgbm_direct
2025-02-28,Americano,5,7.0,4.097592501644007,1.374273038799089,5.319283729222031,lgbm_direct
2025-03-01,Americano,6,4.0,4.223340530522834,0.9427155386079804,5.9017660772117155,lgbm_direct
2025-03-02,Americano,7,2.0,4.270187923612958,1.1548541611600023,5.885313021850942,lgbm_direct
2025-02-24,Americano with Milk,1,7.0,2.9224328036509157,1.2119870185676187,5.098918903953523,lgbm_direct
2025-02-25,Americano with Milk,2,2.0,1.773718749686274,1.2880484282878335,3.772712811585924,lgbm_direct
2025-02-26,Americano with Milk,3,3.0,1.825659103133906,0.932399983520019,3.8652272906321388,lgbm_direct
2025-02-27,Americano with Milk,4,1.0,3.6487172273532593,1.2802665261188726,5.221469090170811,lgbm_direct
2025-02-28,Americano with Milk,5,4.0,3.0099123366370653,0.942192645033415,3.7925828213348938,lgbm_direct
2025-03-01,Americano with Milk,6,1.0,1.9910687224756953,0.03187343608786432,3.7705449871755436,lgbm_direct
2025-03-02,Americano with Milk,7,2.0,1.9440824611835357,0.7579293881453597,2.710559754972326,lgbm_direct
2025-02-24,Cappuccino,1,1.0,0.8874045673171734,0.6481888547196608,2.8577302177685313,lgbm_direct
2025-02-25,Cappuccino,2,3.0,2.3797301501002317,0.29833748066219484,3.6728287773573856,lgbm_direct
2025-02-26,Cappuccino,3,1.0,1.0850214501594508,0.15985822923316667,1.955487933796409,lgbm_direct
2025-02-27,Cappuccino,4,4.0,2.208767512363433,0.7286050169614201,4.015213862022151,lgbm_direct
2025-02-28,Cappuccino,5,1.0,1.9593058121721212,-0.007019103662883701,3.294703265759771,lgbm_direct
2025-03-01,Cappuccino,6,2.0,0.988067126469988,0.011813214377308716,2.414901430725686,lgbm_direct
2025-03-02,Cappuccino,7,0.0,1.4729001823452637,0.3459577496175102,2.6007322915415463,lgbm_direct
2025-02-24,Cocoa,1,5.0,2.6038904480610947,0.08448687714237983,3.19625212448501,lgbm_direct
2025-02-25,Cocoa,2,1.0,2.21328532872627,0.8996841818169924,3.3688282523674746,lgbm_direct
2025-02-26,Cocoa,3,1.0,1.3165181685665257,0.2038597133209062,2.5225139483211607,lgbm_direct
2025-02-27,Cocoa,4,4.0,1.9968747488606025,0.7491028210356502,3.683212639067496,lgbm_direct
2025-02-28,Cocoa,5,1.0,1.7776286245365427,-0.010125438709308788,3.0629312973920237,lgbm_direct
2025-03-01,Cocoa,6,0.0,0.9841583422050846,0.001829420224339188,2.580211328888567,lgbm_direct
2025-03-02,Cocoa,7,1.0,1.3145193085415459,0.3910339419705214,2.4875736467553287,lgbm_direct
2025-02-24,Cortado,1,0.0,-0.08010403751409687,0.000489509755645463,0.06137083408302889,lgbm_direct
2025-02-25,Cortado,2,0.0,0.1192688450579529,-0.0010345557319647947,0.3550902323995727,lgbm_direct
2025-02-26,Cortado,3,1.0,0.14103563880477435,-0.003988662675254468,0.5734199331450723,lgbm_direct
2025-02-27,Cortado,4,0.0,0.6546120391988416,0.00012779728848527367,1.801774275228618,lgbm_direct
2025-02-28,Cortado,5,0.0,0.7591804832925839,-0.0006318969928462571,1.097872208392199,lgbm_direct
2025-03-01,Cortado,6,0.0,0.828328517522285,5.0856905723325586e-05,1.6059087724906145,lgbm_direct
2025-03-02,Cortado,7,0.0,0.5388049364110428,-0.002753994724970455,1.396028253177739,lgbm_direct
